auction_id,starting_price,current_bid,bidders,total_bids,avg_increment,bid_velocity,auction_duration,time_remaining,final_price,winner_id,will_win
2211,1532,5032,7,53,155,8.0,166,20,5411,10,1
2212,1629,6057,14,77,165,8.0,227,67,6355,5,1
2213,134,596,19,106,13,8.0,289,21,978,20,1
2214,1929,3912,16,85,195,8.0,142,86,6317,12,0
2215,1480,2598,8,41,150,8.0,129,98,3228,17,0
2216,679,1674,20,112,68,8.0,293,31,2792,17,1
2217,1675,5298,18,94,169,8.0,238,73,6402,2,1
2218,634,759,10,66,64,8.0,239,53,1709,10,0
2219,1758,1758,12,71,178,8.0,191,35,3592,6,0
2220,313,410,6,43,31,8.0,166,19,803,16,1
2221,1437,2037,3,35,145,8.0,178,71,2557,8,0
2222,1127,1127,16,90,114,8.0,206,15,3156,6,0
2223,283,847,13,70,28,8.0,131,28,1262,6,1
2224,559,1649,11,66,56,8.0,241,91,1911,9,1
2225,123,318,11,67,12,8.0,275,50,695,1,1
2226,990,1271,12,75,100,8.0,184,85,2577,14,0
2227,672,2892,11,58,68,8.0,132,76,2971,13,1
2228,1236,4217,8,48,125,8.0,217,37,4236,14,1
2229,664,781,15,68,67,8.0,79,21,1724,20,0
2230,669,1964,14,80,67,8.0,291,9,2803,14,1
2231,1512,1512,6,52,153,8.0,207,96,3155,1,0
2232,191,439,20,91,19,8.0,48,32,1010,4,1
2233,1815,6881,11,60,184,8.0,173,67,6755,18,1
2234,1719,4755,9,66,174,8.0,232,73,6011,7,1
2235,1368,1581,19,81,138,8.0,105,19,3607,7,0
2236,1227,4826,2,14,124,8.0,43,69,4026,12,1
2237,1795,1931,6,35,182,8.0,162,0,2781,17,0
2238,452,1176,12,81,45,8.0,255,41,1733,8,1
2239,250,675,12,64,25,8.0,97,35,1066,3,1
2240,555,2032,17,90,56,8.0,223,93,2572,4,1
2241,1609,7158,11,67,163,8.0,140,98,7186,14,1
2242,165,377,16,63,16,8.0,46,28,767,11,1
2243,1207,3828,8,52,122,8.0,112,61,3978,16,1
2244,1991,5426,16,71,201,8.0,114,74,6419,13,1
2245,1725,1889,17,102,174,8.0,274,19,4869,19,0
2246,1090,4090,7,55,110,8.0,295,68,4009,19,1
2247,220,604,12,63,22,8.0,86,25,944,11,1
2248,1679,5113,18,92,170,8.0,146,16,7271,6,1
2249,1238,2541,16,95,125,8.0,293,85,4340,1,0
2250,318,1332,17,78,32,8.0,139,50,1843,13,1
2251,278,930,3,33,28,8.0,124,29,1115,19,1
2252,1828,3877,5,27,185,8.0,59,40,3758,12,1
2253,1371,3618,20,104,139,8.0,233,41,5392,8,1
2254,1675,3235,7,49,169,8.0,150,77,3991,14,1
2255,1770,5599,19,96,179,8.0,202,88,7514,9,1
2256,1186,4499,12,68,120,8.0,167,47,5199,9,1
2257,1083,2240,10,42,109,8.0,77,32,2507,8,1
2258,917,3513,4,32,93,8.0,77,72,3028,3,1
2259,702,2969,3,40,71,8.0,283,90,2691,19,1
2260,925,2093,19,103,93,8.0,270,11,3777,1,1
2261,1570,2599,16,87,159,8.0,194,79,4901,14,0
2262,1243,5336,19,81,126,8.0,30,55,5811,15,1
2263,1795,1800,20,99,182,8.0,146,86,5421,20,0
2264,942,2439,16,81,95,8.0,173,51,3736,19,1
2265,1253,4616,18,83,127,8.0,151,86,5054,1,1
2266,1299,1299,19,112,131,8.0,279,55,3985,8,0
2267,1224,3880,19,84,124,8.0,41,14,4991,2,1
2268,1435,5602,12,77,145,8.0,206,0,5902,11,1
2269,551,1048,19,84,55,8.0,114,62,1943,14,0
2270,1073,2091,4,30,108,8.0,181,59,2207,14,1
2271,298,298,14,73,30,8.0,207,21,854,17,0
2272,830,2357,15,69,84,8.0,149,85,2877,4,1
2273,1026,1054,5,28,104,8.0,70,86,1459,5,0
2274,1339,1339,19,92,135,8.0,170,80,3710,3,0
2275,1906,2419,6,55,193,8.0,281,93,4023,5,0
2276,1241,2989,15,78,125,8.0,174,50,4294,14,1
2277,1512,5389,13,53,153,8.0,63,70,5669,8,1
2278,1061,3502,8,52,107,8.0,252,90,3473,1,1
2279,1304,2551,13,56,132,8.0,89,45,3340,3,1
2280,234,466,9,49,23,8.0,129,61,783,20,1
2281,583,1886,4,31,59,8.0,145,51,1811,17,1
2282,787,2691,2,23,79,8.0,121,98,2159,11,1
2283,997,3466,4,26,101,8.0,139,43,2759,13,1
2284,186,258,12,69,18,8.0,244,31,723,3,0
2285,366,381,19,93,37,8.0,90,62,1131,18,0
2286,625,1669,8,49,63,8.0,157,28,2010,4,1
2287,1945,4427,10,43,197,8.0,35,85,4832,17,1
2288,729,3092,5,33,73,8.0,167,89,2627,7,1
2289,1015,1015,11,52,102,8.0,60,34,1994,8,0
2290,472,1792,19,94,47,8.0,106,35,2393,4,1
2291,1260,5634,17,76,127,8.0,117,8,5827,7,1
2292,633,2499,13,57,64,8.0,52,25,2718,17,1
2293,493,1881,20,87,50,8.0,127,6,2489,11,1
2294,1081,1081,4,30,109,8.0,164,75,1479,12,0
2295,110,442,9,50,11,8.0,146,18,666,14,1
2296,114,339,20,89,11,8.0,105,7,791,19,1
2297,516,1662,10,48,52,8.0,109,16,1844,15,1
2298,169,385,20,104,17,8.0,201,37,951,18,1
2299,305,1310,18,103,30,8.0,223,42,1887,12,1
2300,743,2034,14,83,75,8.0,185,89,2904,11,1
2301,1624,5013,3,36,164,7.364182650463362,293,27,4700,20,1
2302,1186,1866,5,46,120,8.0,285,71,2514,19,0
2303,1074,3077,12,48,108,8.0,56,89,3235,3,1
2304,657,1062,3,27,66,8.0,100,85,1290,17,0
2305,1870,2288,5,50,189,8.0,264,19,3704,19,0
2306,854,2311,5,21,86,8.0,38,27,2110,13,1
2307,265,1043,2,33,26,8.0,189,5,1053,7,1
2308,1272,5148,12,73,128,8.0,287,48,5403,10,1
2309,316,1349,3,41,32,8.0,213,40,1287,8,1
2310,755,3223,20,86,76,8.0,54,54,3561,7,1
2311,1064,4664,9,64,107,8.0,231,45,4414,10,1
2312,1761,6111,5,33,178,8.0,131,73,5620,5,1
2313,1037,1258,17,95,105,8.0,278,66,2908,18,0
2314,1434,4426,16,78,145,8.0,107,42,5468,10,1
2315,1986,6064,6,47,201,8.0,157,3,5714,5,1
2316,349,418,6,52,35,8.0,231,34,807,4,0
2317,621,2115,16,82,63,8.0,99,32,2729,7,1
2318,849,1981,18,76,86,8.0,79,8,2974,9,1
2319,901,955,4,19,91,8.0,30,30,1331,4,0
2320,880,3752,19,98,89,8.0,161,98,4430,1,1
2321,1824,2754,12,73,184,8.0,280,82,4270,10,0
2322,1456,1833,7,39,147,8.0,106,80,2556,18,0
2323,1255,1945,13,52,127,8.0,41,84,3018,17,0
2324,687,2495,18,99,69,8.0,197,86,3465,10,1
2325,1665,6083,15,67,168,8.0,45,32,6935,2,1
2326,1914,2139,7,48,194,8.0,166,32,3593,14,0
2327,1660,4478,11,66,168,8.0,133,33,5418,14,1
2328,102,345,17,79,10,8.0,158,81,789,1,1
2329,1309,4355,19,78,132,8.0,73,79,4765,5,1
2330,197,647,7,31,19,8.0,54,1,844,14,1
2331,589,1396,20,110,59,8.0,232,94,2654,2,0
2332,213,493,4,27,21,8.0,96,28,694,11,1
2333,1247,5240,13,77,126,8.0,246,62,5429,19,1
2334,1404,6077,17,91,142,8.0,234,63,7116,13,1
2335,317,461,4,32,32,8.0,83,11,774,11,1
2336,829,3718,17,102,84,8.0,275,69,4510,6,1
2337,966,1265,5,31,98,8.0,73,53,1539,8,0
2338,801,2972,14,86,81,8.0,245,61,3489,15,1
2339,329,391,5,35,33,8.0,143,44,743,20,0
2340,896,2785,5,36,90,8.0,79,80,2686,1,1
2341,1527,4352,8,58,154,8.0,283,63,5285,14,1
2342,234,1055,13,83,23,8.0,290,19,1436,17,1
2343,252,685,3,34,25,8.0,168,75,821,6,1
2344,774,2434,17,81,78,8.0,156,50,3219,2,1
2345,1889,6547,8,63,191,8.0,273,3,7341,9,1
2346,1370,4774,20,101,138,8.0,190,39,5925,3,1
2347,1389,4390,12,66,140,8.0,101,40,5074,20,1
2348,787,2916,2,27,79,8.0,144,80,2505,15,1
2349,1227,4308,10,73,124,8.0,255,23,4998,4,1
2350,119,257,6,49,12,8.0,262,45,568,8,1
2351,1308,1633,18,107,132,8.0,283,5,4425,2,0
2352,1835,7600,2,26,186,8.0,107,88,6212,2,1
2353,1263,1263,18,96,128,8.0,213,44,3620,14,0
2354,1760,2734,13,57,178,8.0,48,85,3973,13,0
2355,1475,4183,14,82,149,8.0,225,67,5418,16,1
2356,329,1222,12,73,33,8.0,182,31,1702,5,1
2357,1814,2885,14,74,183,8.0,97,71,5087,3,0
2358,226,712,14,80,22,8.0,206,46,1122,7,1
2359,1114,2450,7,34,112,8.0,66,34,2615,4,1
2360,370,370,7,36,37,8.0,120,66,735,17,0
2361,122,421,11,57,12,8.0,138,77,709,16,1
2362,901,2807,20,109,91,8.0,239,68,4513,15,1
2363,660,664,4,22,66,8.0,113,46,975,5,0
2364,1023,4111,8,32,103,8.0,43,25,3606,11,1
2365,1196,1711,6,39,121,8.0,78,81,2406,12,0
2366,183,691,9,54,18,8.0,194,34,978,19,1
2367,333,763,6,34,33,8.0,34,61,977,9,1
2368,1161,1866,13,77,117,8.0,243,11,3495,11,0
2369,752,2230,5,42,76,8.0,273,74,2445,19,1
2370,1485,3667,20,92,150,8.0,163,95,5459,2,0
2371,1339,5533,19,96,135,8.0,221,44,6092,16,1
2372,1706,5433,4,34,173,8.0,154,54,5258,5,1
2373,1415,5429,8,45,143,8.0,113,89,5014,9,1
2374,916,916,9,47,92,8.0,74,79,1639,10,0
2375,1378,3527,16,83,139,8.0,169,96,4731,14,1
2376,623,1249,18,98,63,8.0,281,26,2270,1,0
2377,681,948,20,112,69,8.0,270,46,2587,19,0
2378,1599,7043,5,48,162,8.0,278,45,6165,20,1
2379,948,3178,17,102,96,8.0,290,47,4375,8,1
2380,1616,3142,14,60,163,8.0,74,91,4397,1,0
2381,1662,3983,13,64,168,8.0,69,20,5297,8,1
2382,1729,4685,5,36,175,8.0,145,89,4605,3,1
2383,1841,1841,13,79,186,8.0,216,57,4238,16,0
2384,918,3367,18,87,93,8.0,148,53,4121,8,1
2385,705,2673,10,69,71,8.0,270,41,2773,20,1
2386,1206,4205,13,77,122,8.0,223,53,4571,4,1
2387,805,1767,16,84,81,8.0,201,80,2700,6,0
2388,1242,1451,3,23,125,8.0,49,49,1772,13,0
2389,1440,1440,10,45,146,8.0,77,77,2628,7,0
2390,1407,3399,15,80,142,8.0,145,41,4999,1,1
2391,811,3501,5,46,82,8.0,293,18,3283,15,1
2392,417,1052,5,29,42,8.0,120,41,1211,15,1
2393,918,3785,7,56,93,8.0,200,72,3806,12,1
2394,370,1113,6,58,37,8.0,297,85,1434,5,1
2395,1791,5551,18,89,181,8.0,101,77,7052,1,1
2396,757,2852,14,68,76,8.0,75,37,3269,18,1
2397,393,734,18,94,39,8.0,177,57,1550,3,0
2398,148,409,20,97,15,8.0,179,36,914,12,1
2399,1327,1508,2,44,134,8.0,278,70,2445,18,0
2400,1310,5677,18,77,132,8.0,37,43,6101,14,1
2401,747,3346,4,36,75,8.0,139,76,2904,19,1
2402,236,687,15,73,23,8.0,114,1,1018,19,1
2403,878,3697,13,75,89,8.0,184,34,4026,9,1
2404,691,2689,16,69,70,8.0,32,87,2765,3,1
2405,1386,3806,7,53,140,8.0,221,32,3983,19,1
2406,1250,3872,3,37,126,8.0,160,39,3725,19,1
2407,792,2772,5,36,80,8.0,219,79,2472,18,1
2408,513,1041,14,72,52,8.0,150,9,1701,4,1
2409,1977,3846,14,75,200,8.0,158,31,5767,17,0
2410,962,3721,18,102,97,8.0,271,77,4373,8,1
2411,1407,2109,7,45,142,8.0,86,95,2845,20,0
2412,367,614,12,63,37,8.0,88,78,1190,8,0
2413,1022,3059,20,103,103,8.0,181,17,4248,5,1
2414,152,345,17,84,15,8.0,208,83,783,16,0
2415,1060,1362,9,46,107,8.0,125,47,2279,19,0
2416,1931,8577,2,33,195,8.0,170,78,7229,14,1
2417,829,2117,11,53,84,8.0,91,23,2608,13,1
2418,174,782,3,16,17,8.0,66,34,802,13,1
2419,158,392,20,92,16,8.0,94,90,889,10,0
2420,837,3101,15,91,84,8.0,277,91,3950,20,1
2421,404,1375,4,46,40,8.0,246,28,1620,5,1
2422,144,289,10,52,14,8.0,67,8,570,20,1
2423,1536,1703,9,46,155,8.0,42,92,2741,15,0
2424,971,1322,12,48,98,8.0,55,30,2112,2,0
2425,649,649,16,77,65,8.0,109,12,1857,16,0
2426,1810,5849,7,56,183,8.0,249,34,5643,17,1
2427,320,334,3,18,32,8.0,116,28,594,16,0
2428,1916,3632,2,11,194,8.0,80,8,3110,11,1
2429,696,852,4,28,70,8.0,136,98,1242,11,0
2430,1787,5290,19,77,181,8.0,63,29,6720,17,1
2431,1245,4229,15,79,126,8.0,156,27,4919,1,1
2432,1670,4090,18,96,169,8.0,212,41,5934,14,1
2433,1969,8556,3,24,199,8.0,129,41,7002,4,1
2434,647,1163,20,95,65,8.0,76,43,2466,20,0
2435,1926,8611,10,58,195,8.0,152,90,8307,13,1
2436,840,2490,9,58,85,8.0,235,6,2768,6,1
2437,832,3316,11,49,84,8.0,50,94,3241,13,1
2438,746,928,10,40,75,8.0,49,66,1432,16,0
2439,1128,5010,9,55,114,8.0,115,69,4636,9,1
2440,392,1411,8,52,39,8.0,142,15,1586,14,1
2441,1152,3456,7,43,116,8.0,88,32,3385,12,1
2442,1129,1129,3,18,114,8.0,37,5,1471,8,0
2443,1547,1547,10,45,156,8.0,89,65,2652,16,0
2444,1683,2399,10,53,170,8.0,147,33,3838,18,0
2445,936,2160,20,87,94,8.0,51,55,3260,4,1
2446,674,1277,10,61,68,8.0,223,75,2021,20,0
2447,592,2337,3,33,60,8.0,179,55,2448,7,1
2448,469,1681,20,92,47,8.0,147,7,2151,6,1
2449,209,859,17,83,21,8.0,170,6,1327,7,1
2450,750,1639,15,86,76,8.0,207,86,2651,10,0
2451,613,2276,2,36,62,7.063904090933862,298,26,2247,8,1
2452,1936,7586,14,76,196,8.0,239,36,8963,5,1
2453,1159,5205,3,33,117,8.0,175,21,4446,18,1
2454,759,2792,15,88,77,8.0,238,69,3212,12,1
2455,1202,4783,2,21,121,8.0,158,38,3929,1,1
2456,364,701,16,74,36,8.0,113,45,1331,3,0
2457,943,3093,19,84,95,8.0,100,67,4024,9,1
2458,1289,4189,10,50,130,8.0,137,62,4159,15,1
2459,1028,3044,9,45,104,8.0,30,77,3343,2,1
2460,863,3768,8,34,87,8.0,77,74,3379,2,1
2461,1988,4661,10,42,201,8.0,64,43,4954,8,1
2462,1772,7110,10,73,179,8.0,289,19,6767,15,1
2463,1284,1293,12,55,130,8.0,47,22,2592,15,0
2464,1181,2736,5,42,119,8.0,165,70,3223,2,1
2465,1279,1368,8,63,129,8.0,278,26,2964,14,0
2466,482,1446,8,47,48,8.0,194,44,1624,2,1
2467,850,2545,5,32,86,8.0,163,10,2495,20,1
2468,174,364,13,74,17,8.0,230,12,784,17,1
2469,1003,4167,18,88,101,8.0,125,24,4821,8,1
2470,1131,1585,4,27,114,8.0,82,8,1963,15,1
2471,532,1341,10,62,54,8.0,258,27,1728,8,1
2472,1931,5762,6,31,195,8.0,45,56,5136,13,1
2473,1827,2803,17,90,185,8.0,248,74,5439,1,0
2474,1472,5640,9,48,149,8.0,57,3,5220,18,1
2475,1113,2767,17,94,112,8.0,198,60,4193,14,1
2476,1752,4795,20,101,177,8.0,158,36,7200,9,1
2477,348,802,17,94,35,8.0,299,22,1485,17,1
2478,1601,4873,19,88,162,8.0,134,3,6418,6,1
2479,337,1285,16,98,34,8.0,288,32,1739,6,1
2480,1609,3282,19,95,163,8.0,139,78,5772,3,0
2481,623,1201,15,82,63,8.0,214,53,2108,11,0
2482,1766,7373,17,97,179,8.0,203,77,8226,9,1
2483,1893,8516,6,35,191,8.0,53,41,7627,15,1
2484,382,628,9,68,38,8.0,230,84,1275,14,0
2485,979,1569,17,77,99,8.0,86,15,3072,6,0
2486,1963,2646,2,27,199,8.0,134,82,3188,13,0
2487,1018,1918,12,68,103,8.0,241,47,3040,19,0
2488,1740,4589,12,81,176,8.0,284,74,5776,11,1
2489,1218,1218,3,38,123,8.0,181,24,2135,8,0
2490,813,1375,20,103,82,8.0,170,48,2929,8,0
2491,642,2556,6,41,65,8.0,166,73,2499,18,1
2492,486,611,4,42,49,8.0,250,48,1050,12,0
2493,1547,6035,9,61,156,8.0,298,45,5781,10,1
2494,834,2396,5,44,84,8.0,201,81,2543,7,1
2495,1071,1908,14,72,108,8.0,132,16,3224,20,1
2496,1035,2575,15,76,104,8.0,89,47,3632,9,1
2497,1196,1714,2,18,121,8.0,83,82,1902,8,0
2498,1744,5243,6,56,176,8.0,261,84,5451,11,1
2499,1963,2164,8,57,199,8.0,297,11,4049,6,0
2500,874,2676,7,49,88,8.0,218,85,3142,3,1
2501,1672,4277,16,94,169,8.0,288,1,6954,20,1
2502,1552,1552,16,79,157,8.0,124,85,3742,14,0
2503,1189,5041,9,50,120,8.0,199,26,4680,14,1
2504,1916,1916,3,37,194,8.0,168,57,2979,15,0
2505,480,1900,15,82,48,8.0,160,0,2421,1,1
2506,307,536,17,89,31,8.0,200,73,1243,12,0
2507,1722,7637,11,62,174,8.0,113,43,7759,11,1
2508,934,4203,16,88,94,8.0,202,84,4543,7,1
2509,1709,2842,5,40,173,8.0,211,55,3596,12,0
2510,1796,3113,13,80,182,8.0,255,83,4646,9,0
2511,218,861,11,73,22,8.0,227,61,1100,13,1
2512,1778,2348,3,30,180,8.0,116,74,2835,13,0
2513,951,951,5,41,96,8.0,151,74,1727,6,0
2514,1069,3349,7,37,108,8.0,62,24,3406,15,1
2515,1290,2330,15,66,130,8.0,99,57,3360,17,0
2516,1860,4026,4,37,188,8.0,170,87,4151,2,1
2517,136,334,16,70,13,8.0,57,87,738,7,0
2518,1006,1794,2,32,101,8.0,184,38,2075,1,1
2519,1406,1743,20,99,142,8.0,135,32,4463,4,0
2520,1473,5036,2,8,149,8.0,39,65,3678,10,1
2521,1415,3714,14,68,143,8.0,147,77,4581,5,1
2522,355,1295,9,48,36,8.0,105,3,1524,20,1
2523,668,2779,19,75,67,8.0,48,9,3236,10,1
2524,781,1279,4,24,79,8.0,109,77,1561,12,0
2525,1628,6694,19,84,165,8.0,109,43,6977,2,1
2526,629,2732,10,49,63,8.0,125,66,2619,3,1
2527,500,951,7,36,50,8.0,128,82,1213,12,0
2528,1919,7601,3,28,194,8.0,146,75,6187,2,1
2529,116,211,5,25,11,8.0,54,80,456,18,0
2530,1995,7778,19,75,202,8.0,31,51,8516,1,1
2531,1385,5760,8,56,140,8.0,228,15,5290,5,1
2532,1674,7334,12,67,169,8.0,121,47,7654,19,1
2533,659,1928,6,45,66,8.0,195,96,2194,4,1
2534,127,359,9,48,12,8.0,112,30,629,11,1
2535,1501,1765,12,79,152,8.0,295,41,3537,9,0
2536,1684,4710,16,78,170,8.0,115,76,6571,1,1
2537,1506,5884,4,32,152,8.0,193,7,5031,2,1
2538,371,371,8,49,37,8.0,89,75,897,6,0
2539,1531,6374,9,48,155,8.0,169,27,6143,1,1
2540,1560,4576,12,71,158,8.0,186,26,5543,11,1
2541,1351,4292,11,59,136,8.0,79,58,4262,18,1
2542,1555,5445,10,53,157,8.0,63,25,5449,13,1
2543,1707,7230,16,94,173,8.0,292,64,8278,13,1
2544,1265,4264,6,60,128,8.0,271,90,4627,19,1
2545,268,651,16,80,27,8.0,208,40,1076,2,1
2546,1026,4082,5,43,104,8.0,262,94,3639,15,1
2547,247,1068,6,29,25,8.0,55,94,1059,6,1
2548,874,2709,16,89,88,8.0,226,20,3571,3,1
2549,873,3171,18,91,88,8.0,107,43,3904,15,1
2550,225,641,9,56,22,8.0,175,99,1022,2,1
2551,762,923,20,110,77,8.0,236,12,2885,19,0
2552,310,951,10,47,31,8.0,39,47,1247,6,1
2553,1635,4756,11,61,165,8.0,217,43,4888,14,1
2554,1900,5038,6,47,192,8.0,147,80,5419,1,1
2555,237,685,11,53,24,8.0,148,16,1004,3,1
2556,1914,3934,2,35,194,7.763879007438763,274,22,4474,15,1
2557,1092,4115,5,47,110,8.0,262,17,3898,6,1
2558,669,1137,6,30,67,8.0,45,16,1375,6,1
2559,246,590,8,58,24,8.0,196,25,947,20,1
2560,1051,3616,6,36,106,8.0,147,52,3139,9,1
2561,1609,4636,9,43,163,8.0,61,70,4756,15,1
2562,1443,1851,18,100,146,8.0,259,38,4297,1,0
2563,195,514,2,7,19,8.0,49,44,624,2,1
2564,238,849,19,76,24,8.0,38,79,1306,17,1
2565,865,917,13,59,87,8.0,83,52,1917,7,0
2566,661,2611,4,33,67,8.0,111,58,2194,17,1
2567,541,1457,15,72,54,8.0,46,51,1963,6,1
2568,633,1746,17,89,64,8.0,203,78,2442,15,1
2569,1626,4695,19,97,164,8.0,148,18,6759,5,1
2570,1865,3173,11,57,189,8.0,141,98,4872,5,0
2571,869,1921,16,65,88,8.0,69,87,2797,7,0
2572,1821,5965,11,53,184,8.0,148,40,5887,19,1
2573,710,1607,2,16,72,7.102452313722337,135,41,1386,8,1
2574,1005,4292,20,95,101,8.0,133,84,5000,2,1
2575,529,2199,3,21,53,8.0,89,44,1883,8,1
2576,1316,1911,14,58,133,8.0,55,50,3079,13,0
2577,1960,3008,17,76,198,8.0,100,74,5572,8,0
2578,1246,2893,9,65,126,8.0,210,38,3556,11,1
2579,779,2306,4,22,79,8.0,49,45,2143,18,1
2580,1330,5409,20,101,134,8.0,133,3,7135,17,1
2581,333,421,15,82,33,8.0,168,13,1084,2,0
2582,1788,6693,12,78,181,8.0,290,45,7510,20,1
2583,1055,1319,13,78,107,8.0,257,4,2872,15,0
2584,953,2722,12,82,96,8.0,277,30,3626,9,1
2585,1213,3571,12,81,122,8.0,251,43,4969,13,1
2586,1287,5620,19,102,130,8.0,189,10,6506,2,1
2587,236,846,11,70,23,8.0,262,6,1251,17,1
2588,1396,4856,17,89,141,8.0,182,1,6328,9,1
2589,559,559,9,48,56,8.0,126,48,1121,13,0
2590,1456,5240,7,48,147,8.0,130,14,5206,16,1
2591,1662,5502,20,93,168,8.0,182,68,7253,3,1
2592,1627,5391,14,79,164,8.0,248,49,6804,11,1
2593,1149,1149,16,77,116,8.0,66,1,2746,18,0
2594,1088,2448,14,62,110,8.0,40,5,3280,15,1
2595,371,455,2,37,37,8.0,243,91,845,14,0
2596,1573,6567,3,40,159,8.0,204,12,5616,2,1
2597,615,1328,14,86,62,8.0,251,75,2357,12,0
2598,1043,4218,3,41,105,8.0,293,24,3466,2,1
2599,640,1264,12,66,64,8.0,97,32,1943,13,1
2600,354,1163,14,63,35,8.0,82,2,1426,6,1
2601,1296,1296,11,65,131,8.0,122,55,2711,6,0
2602,203,687,16,93,20,8.0,267,46,1178,2,1
2603,1522,5145,2,12,154,8.0,33,74,4344,12,1
2604,703,921,15,70,71,8.0,32,90,1941,11,0
2605,100,246,11,53,10,8.0,88,54,533,4,1
2606,1071,3564,19,84,108,8.0,131,95,4174,2,1
2607,189,522,12,55,19,8.0,111,14,844,18,1
2608,624,2638,8,63,63,8.0,252,34,2817,12,1
2609,1443,2280,16,92,146,8.0,216,82,4349,8,0
2610,219,957,4,50,22,8.0,256,55,1134,3,1
2611,1694,4447,3,29,171,8.0,133,54,4483,19,1
2612,107,482,9,54,10,8.0,190,46,698,4,1
2613,568,1352,9,49,57,8.0,169,1,1670,10,1
2614,1507,6052,12,65,152,8.0,158,8,6157,7,1
2615,700,2729,17,76,71,8.0,107,8,2984,6,1
2616,293,820,3,35,29,8.0,221,18,963,15,1
2617,784,2841,6,40,79,8.0,171,9,2797,11,1
2618,613,2177,8,37,62,8.0,51,10,2040,8,1
2619,1701,2196,14,60,172,8.0,30,63,3962,12,0
2620,695,2445,3,17,70,8.0,35,11,2169,1,1
2621,1598,5579,4,18,162,8.0,50,46,4272,3,1
2622,1794,4293,10,50,181,8.0,130,6,5127,5,1
2623,924,1265,11,51,93,8.0,112,26,2031,19,0
2624,1828,4516,14,63,185,8.0,72,92,6132,7,0
2625,816,2911,14,77,82,8.0,169,3,3516,19,1
2626,1931,7832,6,62,195,8.0,291,87,7251,19,1
2627,269,583,8,47,27,8.0,73,75,873,10,1
2628,1405,2882,18,77,142,8.0,97,92,4262,3,0
2629,1038,1586,16,74,105,8.0,154,78,2853,6,0
2630,836,1804,6,39,84,8.0,203,82,2132,14,0
2631,1302,2192,8,54,132,8.0,192,10,3021,10,1
2632,1437,2940,3,24,145,8.0,170,83,2969,16,1
2633,108,303,19,107,10,8.0,229,47,769,8,1
2634,417,1210,11,70,42,8.0,258,35,1773,11,1
2635,1454,5155,2,36,147,7.096814970933585,299,15,4459,11,1
2636,1366,6061,15,84,138,8.0,155,0,6918,7,1
2637,1935,2189,20,109,196,8.0,298,64,6303,14,0
2638,1545,2584,17,94,156,8.0,227,72,4841,8,0
2639,1906,4416,20,103,193,8.0,207,38,8211,19,1
2640,1434,6284,7,45,145,8.0,202,16,5921,18,1
2641,666,1226,13,79,67,8.0,275,14,2095,16,1
2642,300,1214,4,45,30,8.0,285,16,1288,20,1
2643,1585,3649,8,35,160,8.0,78,5,3494,7,1
2644,1323,5755,4,41,134,8.0,163,35,4823,12,1
2645,191,191,18,100,19,8.0,284,61,857,13,0
2646,784,1329,16,85,79,8.0,133,44,2481,20,0
2647,1917,1917,20,89,194,8.0,92,12,4803,18,0
2648,1050,3762,20,84,106,8.0,57,81,4806,16,1
2649,922,2962,12,68,93,8.0,191,28,3171,12,1
2650,969,1608,3,36,98,8.0,219,60,2005,2,1
2651,496,498,8,41,50,8.0,82,24,1007,9,0
2652,800,2987,20,97,81,8.0,211,59,3698,15,1
2653,802,2898,8,57,81,8.0,272,12,3221,12,1
2654,199,838,11,48,20,8.0,95,65,1019,16,1
2655,1558,2210,13,54,157,8.0,62,57,3650,16,0
2656,891,2606,19,104,90,8.0,255,51,4038,4,1
2657,1662,6976,7,61,168,8.0,277,21,6457,18,1
2658,1715,2677,9,45,173,8.0,88,52,3756,11,0
2659,502,1532,6,51,50,8.0,224,89,1836,19,1
2660,1348,4109,4,36,136,8.0,189,12,4106,9,1
2661,997,997,3,23,101,8.0,94,70,1360,6,0
2662,1772,6547,7,58,179,8.0,252,11,6306,4,1
2663,509,1897,8,53,51,8.0,157,33,2052,3,1
2664,1387,2094,9,53,140,8.0,219,68,3092,17,0
2665,1254,1254,5,30,127,8.0,111,56,1878,19,0
2666,661,2290,13,72,67,8.0,250,67,3079,4,1
2667,359,466,13,69,36,8.0,101,96,1031,20,0
2668,1338,4484,18,87,135,8.0,128,96,5570,11,1
2669,1503,2038,20,92,152,8.0,135,91,4420,16,0
2670,699,2787,10,43,70,8.0,85,49,2588,11,1
2671,1325,4058,13,83,134,8.0,266,34,5594,10,1
2672,850,2496,18,79,86,8.0,60,27,3228,1,1
2673,1455,4040,11,65,147,8.0,182,57,4755,16,1
2674,478,478,20,99,48,8.0,249,45,1545,8,0
2675,1791,6992,12,72,181,8.0,186,99,7098,8,1
2676,646,1600,14,73,65,8.0,118,53,2094,13,1
2677,798,1732,5,39,80,8.0,240,32,2059,20,1
2678,210,659,16,75,21,8.0,164,63,1024,13,1
2679,311,826,13,60,31,8.0,74,4,1269,5,1
2680,1080,2013,11,59,109,8.0,115,11,2575,18,1
2681,608,820,8,47,61,8.0,189,66,1411,4,0
2682,1687,1982,3,35,171,8.0,207,12,2664,12,0
2683,127,214,8,52,12,8.0,177,75,529,6,0
2684,820,3297,9,47,83,8.0,103,6,3516,19,1
2685,740,893,20,96,75,8.0,190,59,2154,1,0
2686,136,521,7,43,13,8.0,119,67,723,14,1
